hotel_name,location,price,room_type,beds,rating,rating_title,number_of_ratings,per_night,Log_number_of_ratings,Log_price
Sheraton Makkah Jabal Al Kaaba Hotel,Makkah  ,210,"Traditional Double City V, Guest room, 2 Twin/Single Bed(s)",2,7.6,Good,1641,1,7.403061091090091,5.3471075307174685
"Al Faisaliah Hotel, Riyadh",Riyadh ,1695,Superior Room King,1,8.2,Good,1398,1,7.242797922793756,7.43543801981455
Rotana Residence Apartments,Jeddah ,252,One-Bedroom Apartment,2,7.6,Good,635,1,6.453624998892692,5.529429087511423
Narcissus Hotel and SPA Riyadh,Riyadh  ,1100,Double Room,1,8.6,Fabulous,3439,1,8.142936010432265,7.003065458786462
Kyona Gold-Obhur,Jeddah  ,522,One-Bedroom Apartment,1,8.7,Fabulous,29,1,3.367295829986474,6.257667587882639
Braira Hotel-Olaya,Riyadh  ,522,Superior Double Room,1,8.6,Fabulous,3365,1,8.121183242078828,6.257667587882639
الفخامة للشقق الفندقية,Madinah,133,Deluxe Double Room,1,7.7,Good,80,1,4.382026634673881,4.890349128221754
South Hotel Suites,Khamis Mushayt,450,Deluxe Suite,3,8.9,Fabulous,351,1,5.860786223465865,6.1092475827643655
Al Waleed Tower Hotel,Makkah,118,Double Room,1,8.2,Good,2810,1,7.940939762327791,4.770684624465665
Habitat Hotel All Suites - Jeddah,Jeddah,475,Junior Suite with Twin Bed,3,8.0,Good,2220,1,7.705262474866325,6.163314804034641
Grand Silverton Hotel,Al Khobar,450,Superior Double Room,1,8.2,Good,2568,1,7.850882664809852,6.1092475827643655
"Dar Al Tawhid Intercontinental Makkah, an IHG Hotel",Makkah,690,Standard Room,2,8.8,Fabulous,5319,1,8.579040594742317,6.536691597591305
RAND by Wandalus (Formerly Coral Riyadh Suliemaniah),Riyadh ,400,Deluxe Double Room,1,7.6,Good,597,1,6.391917113392602,5.991464547107982
Gardens View,Taif,243,One-Bedroom Apartment,1,7.3,Good,318,1,5.762051382780177,5.493061443340548
Al Ramla Al Hamra Hotel,Taif,254,One-Bedroom Suite,1,8.4,Good,592,1,6.3835066348840055,5.537334267018537
Al Rahaa Furnished Units,Abha,169,One-Bedroom Apartment,1,7.8,Good,1378,1,7.228388451573604,5.1298987149230735
Mandaren Suites,Taif,400,Two-Bedroom Apartment,3,8.7,Fabulous,251,1,5.5254529391317835,5.991464547107982
Al Rawda Jewel Apartment Hotel,Jeddah ,245,Deluxe Apartment,1,8.0,Good,512,1,6.238324625039508,5.501258210544727
Dior Inn Hotel,Jeddah,360,Superior King Room,1,9.0,Superb,1411,1,7.252053951852814,5.886104031450156
Elite Suites Hotel - Al sahafah,Riyadh,450,One-Bedroom Apartment,1,7.9,Good,569,1,6.343880434126331,6.1092475827643655
Nadra Furnished Apartments,Taif,300,Two-Bedroom Apartment,3,6.8,Very good,268,1,5.5909869805108565,5.703782474656201
Narcissus Hotel and SPA Riyadh,Riyadh,1100,Double Room,1,8.6,Fabulous,3439,1,8.142936010432265,7.003065458786462
Braira Hotel-Olaya,Riyadh ,522,Superior Double Room,1,8.6,Fabulous,3365,1,8.121183242078828,6.257667587882639
Habitat Hotel All Suites - Jeddah,Jeddah  ,500,Junior Suite with Twin Bed,3,8.0,Good,2220,1,7.705262474866325,6.214608098422191
Grand Silverton Hotel,Al Khobar ,450,Superior Double Room,1,8.2,Good,2568,1,7.850882664809852,6.1092475827643655
Howard Johnson Dammam Hotel,Dammam,349,King Room with City View - Non-Smoking,1,7.7,Good,1868,1,7.532623618788788,5.855071922202427
Dior Inn Hotel,Jeddah  ,360,Superior King Room,1,9.0,Superb,1411,1,7.252053951852814,5.886104031450156
Elite Suites Hotel - Al sahafah,Riyadh  ,450,One-Bedroom Apartment,1,7.9,Good,569,1,6.343880434126331,6.1092475827643655
Makkah Towers,Makkah  ,350,2 Single Guestroom City View,3,8.0,Good,6138,1,8.722254235179681,5.857933154483459
Nadra Furnished Apartments,Taif  ,300,Two-Bedroom Apartment,3,6.8,Very good,268,1,5.5909869805108565,5.703782474656201
"Al Ahsa InterContinental, an IHG Hotel",Al Hofuf,602,Deluxe King Room - Non-Smoking,1,8.1,Good,996,1,6.903747257584598,6.400257445308821
Andalus Habitat Hotel,Jeddah,596,Studio with Sofa Bed,1,8.6,Fabulous,384,1,5.950642552587727,6.39024066706535
Sadeem Hotel Suites2,Jeddah,449,Two-Bedroom Suite,3,8.3,Good,405,1,6.003887067106539,6.1070228877422545
Iwan Alandalusia Al Ajaweed,Jeddah,230,Deluxe Double or Twin Room,2,7.8,Good,444,1,6.095824562432225,5.438079308923196
Sea Club Resort(Families only),Dammam,1000,Three-Bedroom Chalet with Private Pool,5,7.3,Good,681,1,6.523562306149512,6.907755278982137
Delmon Hotel Suites,Jeddah ,225,One-Bedroom Apartment,3,6.7,Very good,171,1,5.14166355650266,5.41610040220442
Holiday Khaleej Hotel,Riyadh,495,Deluxe Double Room,2,8.2,Good,3642,1,8.200288260287554,6.20455776256869
Le Meridien Medina,Madinah,320,"High Floor Standard King Bed, Sofa bed",1,7.9,Good,1798,1,7.494430215031565,5.768320995793772
Nights Silence- Furnished Appartement By Kyan,Khamis Mushayt,235,Junior Suite,1,8.4,Good,731,1,6.594413459749778,5.459585514144159
Dallah Taibah Hotel,Madinah,760,Executive Suite,1,9.2,Superb,6872,1,8.835210463664092,6.633318433280377
الاريام للاجنحة الفندقية,Buraydah,350,Junior Suite,2,8.4,Good,207,1,5.332718793265369,5.857933154483459
Elaf Jeddah Hotel - Red Sea Mall,Jeddah,600,Deluxe King Room,1,7.3,Good,3794,1,8.24117615049496,6.396929655216146
Quiet Dreams - Quraysh Branch,Jeddah ,200,One-Bedroom Apartment,1,8.2,Good,749,1,6.618738983517219,5.298317366548036
Sheraton Dammam Hotel & Convention Centre,Dammam ,515,"Classic Room, Guest room, 1 King, City view, Low floor",1,7.4,Good,1953,1,7.577121930876679,6.244166900663736
Donatello Jeddah Hotel,Jeddah,440,Junior Suite,1,8.4,Good,387,1,5.958424693029782,6.0867747269123065
Zwarah Hotel Suites,Jeddah,221,Studio (2 Adults),1,7.2,Good,218,1,5.384495062789089,5.3981627015177525
Hayat Al Rose Hotel Appartment,Jeddah  ,203,Superior Double Room,1,8.3,Good,273,1,5.60947179518496,5.313205979041787
Pinetree Suites Hail,Hail,291,Standard Suite,2,7.9,Good,466,1,6.144185634125646,5.673323267171493
Swiss International Royal Hotel Riyadh,Riyadh,645,Executive Room,1,8.0,Good,1431,1,7.266128779556451,6.4692503167957724
"voco - Riyadh, an IHG Hotel",Riyadh,630,Standard Room,1,8.3,Good,2254,1,7.720461694599722,6.4457198193855785
شقق درر رامه 5,Riyadh,200,Studio,1,6.1,Very good,186,1,5.225746673713202,5.298317366548036
Kempinski Al Othman Hotel Al Khobar,Al Khobar,797,Deluxe Twin Room,2,8.3,Good,4387,1,8.386400901166214,6.680854678790215
Retaj Hotel Apartments,Riyadh,200,Deluxe Room,1,6.8,Very good,128,1,4.852030263919617,5.298317366548036
Orian Hotel,Jeddah,190,Studio Apartment,1,7.8,Good,154,1,5.0369526024136295,5.247024072160486
The First Tower Hotel,Al Jubail,189,Standard Studio,1,8.3,Good,201,1,5.303304908059076,5.241747015059643
Aswar Hotel Suites Riyadh,Riyadh,563,Studio,1,8.5,Good,1463,1,7.288244401020124,6.333279628139691
"InterContinental Riyadh, an IHG Hotel",Riyadh,716,Standard Room,1,7.8,Good,1265,1,7.142827401161621,6.573680166960646
Ghalia Uhod,Madinah,270,One-Bedroom Apartment with Living,1,8.2,Good,1077,1,6.981934677156389,5.598421958998375
Mövenpick Hotel Al Khobar,Al Khobar,900,Premium King Room,1,8.2,Good,2398,1,7.7823903355874595,6.802394763324311
Hilton Suites Makkah,Makkah,475,King Room City View,1,8.8,Fabulous,7876,1,8.971575439759016,6.163314804034641
The Venue Jeddah Corniche,Jeddah,739,Deluxe King Room with City View City Tower,1,7.6,Good,4725,1,8.460622839927844,6.6052979209482015
Rose Palace Furnished Units,Abha,342,شقه من غرفتى نوم بدون صاله,3,8.1,Good,292,1,5.676753802268282,5.834810737062605
سمر الماسيه للاجنحه الفندقيه الفاخره - حي الصفا بجدة,Jeddah,190,Family Studio,1,7.7,Good,37,1,3.6109179126442243,5.247024072160486
أبها بارادايس - عوائل,Abha,380,One-Bedroom Chalet,1,8.5,Good,314,1,5.749392985908253,5.940171252720432
Brand Al Qassim Hotel,Buraydah,540,Twin Room - Disability Access,2,8.9,Fabulous,261,1,5.564520407322694,6.29156913955832
Mrakez Alarab Furnished Apartments 3,Jeddah,250,Two-Bedroom Apartment,3,7.9,Good,63,1,4.143134726391533,5.521460917862246
Ascott Rafal Olaya Riyadh,Riyadh ,2257,Two-Bedroom Executive,2,7.2,Good,5072,1,8.531490496117062,7.721791776817535
Fraser Suites Riyadh,Riyadh,1035,Executive One Bedroom Suite,1,7.9,Good,4110,1,8.32117830749028,6.942156705699469
Adagio Aparthotel Jeddah Malik Road,Jeddah,570,One-Bedroom Apartment,1,8.2,Good,862,1,6.759255270663693,6.345636360828596
Dist Inn Aparthotel 2,Hail ,200,Deluxe Studio,1,7.3,Good,169,1,5.1298987149230735,5.298317366548036
Al Fahad Hotel Suites Al Tahliya,Jeddah,198,Budget Double Room,1,8.1,Good,649,1,6.47543271670409,5.288267030694535
Ascott Tahlia Jeddah,Jeddah,473,Executive Studio,1,7.6,Good,4212,1,8.345692873253865,6.159095388491933
Al Louloah Al Baraqah Furnished Apartments,Jeddah,176,Standard Single Room,1,8.5,Good,87,1,4.465908118654584,5.170483995038151
"Habitat All Suites, Al Khobar",Al Khobar,950,Royal Suite,1,7.7,Good,3802,1,8.243282523048375,6.856461984594587
Rahat Al Bal Furnished Units,Jeddah  ,204,Family Studio,2,8.2,Good,293,1,5.680172609017068,5.318119993844216
Season Star Hotel Madinah فندق سيزون ستار المدينة,Madinah,280,Deluxe Twin Room,2,8.9,Fabulous,254,1,5.537334267018537,5.634789603169249
Dara Hamra,Jeddah,520,Studio Apartment,1,8.7,Fabulous,1092,1,6.9957661563048505,6.253828811575473
منازل الجميرة للشقق الفندقية,Jeddah,182,One-Bedroom Apartment,2,8.0,Good,43,1,3.7612001156935624,5.204006687076795
E1 Hotel,Riyadh ,300,Deluxe Apartment,1,7.3,Good,97,1,4.574710978503383,5.703782474656201
Makkah Hotel,Makkah,474,1 King Guestroom,1,8.7,Fabulous,4506,1,8.41316512099219,6.161207321695077
منازل الساهر للوحدات السكنية فرع 2,Al Qunfudhah,250,One-Bedroom Apartment,2,7.0,Good,38,1,3.6375861597263857,5.521460917862246
Dara Al Salam,Jeddah,467,Suite Studio,1,9.0,Superb,1438,1,7.271008538280992,6.1463292576688975
Enwan Suites Hotel,Al Jubail,199,King Studio,1,8.3,Good,12,1,2.4849066497880004,5.293304824724492
Orans Suites 4,Jeddah,413,Royal Studio,1,7.9,Good,287,1,5.659482215759621,6.023447592961033
"InterContinental Al Khobar, an IHG Hotel",Al Khobar,1299,Standard King Room,1,8.4,Good,1131,1,7.030857476116121,7.1693500166706
Casablanca Grand Hotel,Jeddah,1350,Executive Suite,2,9.0,Superb,3938,1,8.278428259199071,7.2078598714324755
Mrakez Alarab Furnished Apartments 3,Jeddah ,250,Two-Bedroom Apartment,3,7.9,Good,63,1,4.143134726391533,5.521460917862246
Ascott Rafal Olaya Riyadh,Riyadh,2144,Two-Bedroom Executive,2,7.2,Good,5072,1,8.531490496117062,7.670428522190693
Fraser Suites Riyadh,Riyadh,983,Executive One Bedroom Suite,1,7.9,Good,4110,1,8.32117830749028,6.890609120147166
Braira AL Wezarat,Riyadh,299,Superior Double Room,1,8.5,Good,2774,1,7.928045600874777,5.700443573390687
Dist Inn Aparthotel 2,Hail,200,Deluxe Studio,1,7.3,Good,169,1,5.1298987149230735,5.298317366548036
Ascott Tahlia Jeddah,Jeddah,449,Executive Studio,1,7.6,Good,4212,1,8.345692873253865,6.1070228877422545
"Habitat All Suites, Al Khobar",Al Khobar,903,Royal Suite,1,7.7,Good,3802,1,8.243282523048375,6.805722553416985
Rahat Al Bal Furnished Units,Jeddah,204,Family Studio,2,8.2,Good,293,1,5.680172609017068,5.318119993844216
Al Balad Inn Corniche,Jeddah,333,Junior Suite,1,7.3,Good,582,1,6.366470447731438,5.808142489980444
E1 Hotel,Riyadh,300,Deluxe Apartment,1,7.3,Good,97,1,4.574710978503383,5.703782474656201
Makkah Hotel,Makkah,450,1 King Guestroom,1,8.7,Fabulous,4506,1,8.41316512099219,6.1092475827643655
Madareem Crown Hotel,Riyadh,578,Standard Single Room,1,7.3,Good,645,1,6.4692503167957724,6.359573868672378
"Park Hyatt Jeddah - Marina, Club and Spa",Jeddah,1500,King Room,1,8.0,Good,1527,1,7.3310603052186325,7.313220387090301
شقق قصر العنوان الفندقية,Dammam,612,Junior Suite,1,9.1,Superb,248,1,5.5134287461649825,6.416732282512326
Beach Time Villas Hotel - Family Villas,Jeddah,1458,Three-Bedroom Villa,5,7.9,Good,675,1,6.51471269087253,7.284820912568604
Al Balad Inn Al Mishkat,Jeddah,268,Deluxe Apartment,1,6.6,Very good,86,1,4.454347296253507,5.5909869805108565
Waldorf Astoria Jeddah - Qasr Al Sharq,Jeddah,1340,Qasr King Room,2,9.1,Superb,289,1,5.666426688112432,7.200424892944957
Marriott Executive Apartments Madinah,Al Madinah,584,"Studio Apartment, 2 Double, Sofa bed, Garden view",3,9.0,Superb,895,1,6.796823718274855,6.369900982828227
Mnazel Jawraq,Riyadh,1665,Villa with Private Pool,4,8.8,Fabulous,58,1,4.060443010546419,7.417580402414544
Alreef Diamond Villas,Taif,1500,Standard Villa,1,9.0,Superb,101,1,4.61512051684126,7.313220387090301
Rolana Furnished Apartments,Jeddah,189,Deluxe Studio,1,7.5,Good,40,1,3.6888794541139363,5.241747015059643
Kadi Hotel,Najran,177,One-Bedroom Suite,2,7.9,Good,43,1,3.7612001156935624,5.176149732573829
Tanuma Aram Hospitality - Hotel Apartments,Tanomah,306,Apartment with Mountain View,1,8.2,Good,1005,1,6.912742820493176,5.723585101952381
Al Meshan Hotel,Madinah,120,Double or Twin Room with Bathroom,1,6.8,Very good,55,1,4.007333185232471,4.787491742782046
فندق الكامل,Makkah,250,Double or Twin Room,1,8.6,Fabulous,52,1,3.9512437185814275,5.521460917862246
فندق برج الإبريز,Baish,238,King Room,1,7.7,Good,186,1,5.225746673713202,5.472270673671475
Raoum Inn Shaqra,Shaqra,180,Deluxe Junior Suite,1,6.6,Very good,188,1,5.236441962829949,5.19295685089021
Al Lord Hotel,Hafr Al Baten,200,Studio Apartment,1,7.6,Good,89,1,4.48863636973214,5.298317366548036
Khabti Grand Hotel,Bishah,420,Standard Double Room,1,8.3,Good,1310,1,7.177782416195197,6.040254711277414
Golden Sea Hotel,Obhor,219,Deluxe Single Room,1,8.2,Good,171,1,5.14166355650266,5.389071729816501
Central Park Hotel Bisha فندق سنترال بارك بيشة,Khamis Mushayt,309,Superior King Room,1,8.2,Good,195,1,5.272999558563747,5.733341276897746
Desert Rose Motel,Al Ghat,150,Family Room with Private Bathroom,1,0.0,Very good,0,1,-inf,5.0106352940962555
Golden Dune Hotel,Turayf ,180,Superior King Room,1,9.0,Superb,1733,1,7.457609289715606,5.19295685089021
قصر البالود 2,Riyadh ,220,Three-Bedroom Suite,5,8.9,Fabulous,228,1,5.429345628954441,5.393627546352362
Lavana Furnished Apartments Jeddah,Riyadh,500,Family Studio,3,9.0,Superb,48,1,3.871201010907891,6.214608098422191
Nakheel Moon Aparthotel,Riyadh,230,Deluxe Room,1,6.7,Very good,51,1,3.9318256327243257,5.438079308923196
زيد للأجنحة الفندقية - Zaid Hotel Suites,Turayf,172,Deluxe Double Room,2,8.9,Fabulous,41,1,3.713572066704308,5.147494476813453
Le Park Concord Hotel,Riyadh,185,Deluxe Single Room,1,9.0,Superb,423,1,6.0473721790462776,5.220355825078324
Almudawah Hotel,Turayf,160,Superior Single Room,1,8.3,Good,119,1,4.77912349311153,5.075173815233827
اجنحة ياقوتة المدينة,Madinah,250,King Studio,1,9.2,Superb,6,1,1.791759469228055,5.521460917862246
Mohamadia Al Zahra Hotel,Madinah,130,Superior King Room,1,7.5,Good,1407,1,7.249215057114389,4.867534450455582
ربوة الصفوة Rabwat Al-Safwah 8,Madinah,105,King Room,1,7.6,Good,14,1,2.6390573296152584,4.653960350157523
MENA AL DIYAR 114,Riyadh ,55,Small Single Room,1,6.3,Very good,290,1,5.66988092298052,4.007333185232471
Sharurah Plaza Hotel,Sharurah,200,One-Bedroom Apartment,3,8.7,Fabulous,294,1,5.683579767338681,5.298317366548036
Ladera Hotel Tanomah,Tanomah,300,Studio,1,7.2,Good,163,1,5.093750200806762,5.703782474656201
Al Jahwah hotel by AL BALAD INN,Asir,200,Deluxe Double Room (2 Adults + 1 Child),1,8.1,Good,398,1,5.986452005284438,5.298317366548036
Al Andlus Palace 2 Hotel Kurban فندق قصر الاندلس 2 قربان,Madinah,160,Large Double Room,2,7.9,Good,58,1,4.060443010546419,5.075173815233827
Qemam Al Safwah Grand Hotel,Rafha,135,Double Room,1,5.9,Very good,19,1,2.9444389791664403,4.90527477843843
Rabigh Park Hotel,Rabigh,288,Deluxe Double Room,1,8.0,Good,530,1,6.272877006546167,5.662960480135946
منتجع جيدا بارك,Riyadh,500,Cottage with Garden View,3,8.7,Fabulous,361,1,5.8888779583328805,6.214608098422191
Kyona Purple -Al Qurayat,Jeddah,140,Studio,2,8.4,Good,77,1,4.343805421853684,4.941642422609304
Milan Hotel,Makkah,285,One-Bedroom Apartment,1,7.6,Good,15,1,2.70805020110221,5.652489180268651
Al Rawda Al Aqeeq Hotel,Madinah,161,Standard Twin Room,2,7.2,Good,3503,1,8.161375023197486,5.081404364984463
Jawharat Al Amaken Hotel,Tayma,230,One-Bedroom Apartment,1,8.7,Fabulous,160,1,5.075173815233827,5.438079308923196
manzel aram 105,Riyadh,55,Small Single Room,1,5.7,Very good,701,1,6.55250788703459,4.007333185232471
فندق جولدن العرين,Abha ,154,Budget Double Room,1,9.9,Exceptional,127,1,4.844187086458591,5.0369526024136295
فندق العروبة,Riyadh,89,King Studio,1,6.1,Very good,2407,1,7.786136437783072,4.48863636973214
Faifa Hotel,Fayfa,1210,Superior Suite,1,7.0,Good,302,1,5.71042701737487,7.098375638590786
العييري للوحدات المفروشة الباحة3,Al Baha,110,Double Room with Private Bathroom,2,3.7,Very good,72,1,4.276666119016055,4.700480365792417
Anwar Al Zahraa Hotel,Madinah,100,Double Room,2,7.3,Good,259,1,5.556828061699537,4.605170185988092
OYO 242 Al Ahlam Resort Al Leith,Al Lith,385,Standard Studio Double,1,6.5,Very good,333,1,5.808142489980444,5.953243334287785
Ebreez Hotel,Jeddah,239,Deluxe King Room,1,7.5,Good,2247,1,7.717351272185329,5.476463551931511
Hawadah Hotel,Jeddah,245,Double Room with Sea View,2,7.3,Good,460,1,6.131226489483141,5.501258210544727
شدون للوحدات السكنية,Buraydah,144,Economy Double Room,1,6.9,Very good,170,1,5.135798437050262,4.969813299576001
فندق رحابة Rahabah Hotel,Madinah,158,Budget Double Room,1,7.2,Good,13,1,2.5649493574615367,5.062595033026967
Acacia Aparthotel,Jeddah,180,Standard Studio,2,7.4,Good,1387,1,7.234898420314831,5.19295685089021
Al Muhaidb Residence Al Dawadmi,Riyadh,350,Two-Bedroom Apartment,3,8.7,Fabulous,663,1,6.4967749901858625,5.857933154483459
Rayat Alshalal Hotel 2,Hafr Al Baten,315,Deluxe Double or Twin Room,1,8.2,Good,91,1,4.51085950651685,5.752572638825633
Rabigh Tower Hotel,Rabigh,140,Double Room,1,5.5,Very good,210,1,5.3471075307174685,4.941642422609304
دالين جدة,Jeddah ,160,Studio,1,0.0,Very good,0,1,-inf,5.075173815233827
الديوان للوحدات السكنية,Makkah ,130,One-Bedroom Apartment,1,5.1,Very good,62,1,4.127134385045092,4.867534450455582
Plaza Business Hotel,Riyadh,231,Standard Double or Twin Room,2,6.6,Very good,3576,1,8.182000136293405,5.442417710521793
ارياف القهيب للشقق المفروشه بالطايف,Taif,115,One-Bedroom Apartment,1,0.0,Very good,0,1,-inf,4.74493212836325
القصر المميز للوحدات السكنية,Riyadh,107,One-Bedroom Apartment,1,6.5,Very good,13,1,2.5649493574615367,4.672828834461906
ASTER HOTEL,Jeddah ,285,Deluxe Double Room with Side Sea View,1,7.6,Good,1401,1,7.244941546337007,5.652489180268651
ريف الهجرة للوحدات السكنية,Al ‘Awālī,122,Deluxe Single Room,1,7.4,Good,135,1,4.90527477843843,4.804021044733257
فندق سبال,Madinah,140,Double Room,2,6.4,Very good,227,1,5.424950017481403,4.941642422609304
Sama Inn Hotel,Riyadh,254,Superior Single Room,1,7.8,Good,310,1,5.736572297479192,5.537334267018537
Al Kiswah Towers Hotel,Makkah,99,Standard Double or Twin Room,2,8.2,Good,5241,1,8.564267598802166,4.59511985013459
دوفيل ان,Şabyā,350,Deluxe King Room,1,8.3,Good,72,1,4.276666119016055,5.857933154483459
رواح للوحدات السكنية,Jeddah,190,One-Bedroom Apartment,2,7.5,Good,180,1,5.19295685089021,5.247024072160486
Saif Boutique Hotel International,Al Qassim ,315,Classic King Room,1,7.6,Good,455,1,6.12029741895095,5.752572638825633
استراحة قطوف الورد بالطايف,Taif,500,Deluxe Room (2 Adults + 1 Child),1,0.0,Very good,0,1,-inf,6.214608098422191
شقق بيات العالية بوادي بن هشبل Bayat Al aliah Apartments in Wadi bin Hashbal,Khamis Mushayt,130,One-Bedroom Apartment,4,8.9,Fabulous,21,1,3.044522437723423,4.867534450455582
سرو للوحدات السكنية,Al Namas,250,One-Bedroom Villa,1,7.6,Good,425,1,6.052089168924417,5.521460917862246
Mena Andalusia Riyadh,Riyadh ,213,Standard Room Twin,1,7.2,Good,3259,1,8.089175678837561,5.3612921657094255
Bhadur Resort Jeddah,Obhor,600,Standard  Room,1,5.7,Very good,852,1,6.747586526829315,6.396929655216146
Quartz Executive كوارتز التنفيذية,Abha,322,Superior Suite,2,8.5,Good,87,1,4.465908118654584,5.7745515455444085
رواسل,Jeddah,208,Two-Bedroom Apartment,4,8.1,Good,79,1,4.3694478524670215,5.337538079701318
Almuhaidb Residence Al Jubail,Al Jubail,270,Standard King Room,1,7.7,Good,1595,1,7.374629015218945,5.598421958998375
فندق العرب إن,Riyadh,80,Budget Triple Room,3,7.3,Good,33,1,3.4965075614664802,4.382026634673881
Royal El Naser Hotel,Al Khobar,200,Budget Single Room,1,5.4,Very good,374,1,5.924255797414532,5.298317366548036
Karam Hiraa Hotel Apartments - كرم حراء للشقق الفندقية,Jeddah,215,Deluxe King Studio,1,8.0,Good,863,1,6.760414691083428,5.3706380281276624
Crown Rose Hotel,Riyadh,360,Superior King Room,1,7.8,Good,1139,1,7.037905963447182,5.886104031450156
دار اجواء 2,Riyadh,179,One-Bedroom Apartment,1,0.0,Very good,0,1,-inf,5.187385805840755
بسمة,Abha  ,119,Two-Bedroom Apartment,6,5.5,Very good,24,1,3.1780538303479458,4.77912349311153
Aber Al Takhassusi,Riyadh,495,Deluxe King Room,1,8.5,Good,535,1,6.282266746896006,6.20455776256869
فندق العاصمة,Riyadh,105,Double Room,1,6.0,Very good,44,1,3.784189633918261,4.653960350157523
Rollins Hotel,Buraydah,279,King Suite,1,8.0,Good,2014,1,7.607878073278507,5.631211781821365
فندق حديقة القصور,Jazan,212,Economy Double Room,1,8.0,Good,71,1,4.2626798770413155,5.356586274672012
Obaer Hotel,Riyadh,350,Deluxe King Room,1,7.3,Good,2799,1,7.937017489515454,5.857933154483459
وارفة للشقق المفروشة,Jeddah ,170,Studio,1,7.1,Good,406,1,6.0063531596017325,5.135798437050262
لوس للشقق المفروشة,Riyadh,150,Studio,1,6.1,Very good,65,1,4.174387269895637,5.0106352940962555
A H Hotel,Jeddah,158,Studio,1,8.1,Good,2121,1,7.659642954564682,5.062595033026967
سرور,Riyadh ,55,Single Room,1,0.0,Very good,0,1,-inf,4.007333185232471
Al Nabarees Al Masi Hotel,Jeddah,106,Deluxe Twin Room,2,6.5,Very good,1693,1,7.4342573821331355,4.663439094112067
Golden Tulip Hail,Hail,318,Executive Room,1,6.5,Very good,1797,1,7.493873886783559,5.762051382780177
Adwaa Rafa,Al Kharj,113,Deluxe Room (2 Adults + 1 Child),1,7.5,Good,659,1,6.490723534502507,4.727387818712341
ريف عسير للشقق المفروشة,Khamis Mushayt,123,Single Room,1,7.5,Good,34,1,3.5263605246161616,4.812184355372417
Orchida Turaif Hotel 1,Turayf,125,Twin Room,2,6.0,Very good,23,1,3.1354942159291497,4.8283137373023015
Diamond Suites,Madinah,134,Economy Double Room,1,7.1,Good,144,1,4.969813299576001,4.897839799950911
Areen ApartHotel,Riyadh,203,Deluxe Double Room,1,7.4,Good,521,1,6.255750041753367,5.313205979041787
Jinan Al Nakhil Apartment Hotel,Riyadh,193,Superior Suite,1,8.6,Fabulous,117,1,4.762173934797756,5.262690188904886
The District Hotel Najran,Najran,310,Deluxe Double Room with City View,1,8.4,Good,993,1,6.900730664045173,5.736572297479192
سفن سيز 2 للوحدات السكينه,Jeddah  ,162,One-Bedroom Apartment,3,5.5,Very good,236,1,5.4638318050256105,5.087596335232384
Freesia Hotel,Jeddah  ,270,One-Bedroom Suite,1,7.8,Good,59,1,4.07753744390572,5.598421958998375
Pearl of Vision Hotel,Jeddah  ,153,Standard Single Room,1,8.5,Good,134,1,4.897839799950911,5.030437921392435
Raoum Inn - Hawtah Bani Tamim,Riyadh,165,One-Bedroom Suite,1,6.4,Very good,126,1,4.836281906951478,5.10594547390058
Safa Albawadi,Jeddah  ,115,Twin Room,2,7.6,Good,773,1,6.650279048587422,4.74493212836325
Aber Hotel Unayzah,Unayzah  ,285,Twin Room,2,8.4,Good,648,1,6.473890696352274,5.652489180268651
Golden Tulip Al Nasiriah Hotel,Riyadh,291,Standard King Room,1,6.6,Very good,3521,1,8.166500319155052,5.673323267171493
Al Rahden Hotel,Riyadh,594,Deluxe Double or Twin Room with Balcony,2,8.5,Good,660,1,6.492239835020471,6.386879319362645
Toot House,Taif,250,One-Bedroom Apartment,1,8.2,Good,1933,1,7.566828479208331,5.521460917862246
Hayah Golden Hotel,Madinah,122,Quadruple Room,4,6.9,Very good,1206,1,7.095064377287131,4.804021044733257
Qasr Al Nabarees ApartHotel,Jeddah,124,One-Bedroom Apartment,2,5.1,Very good,167,1,5.117993812416755,4.820281565605037
القصر للاجنحة الفندقية 7 الواديين,Khamis Mushayt,360,Junior Suite,2,8.7,Fabulous,100,1,4.605170185988092,5.886104031450156
Midan Hotel,Makkah,189,Double Room,1,8.6,Fabulous,3508,1,8.162801353492073,5.241747015059643
Taraf Al Asalah Villas,Asir,200,One-Bedroom Villa,1,7.4,Good,125,1,4.8283137373023015,5.298317366548036
Lavana Furnished Apartments Salam,Jeddah,161,Studio,1,7.9,Good,796,1,6.679599185844383,5.081404364984463
Bay La Sun Hotel and Marina - KAEC,King Abdullah Economic City,1074,Deluxe Double Room with City View,1,8.2,Good,9054,1,9.110961927995904,6.97914527506881
Vision of Onaizah Furnished Units,Unayzah,153,Twin Room,2,8.2,Good,829,1,6.720220155135295,5.030437921392435
فندق لافندر,Taif,499,Deluxe Suite,1,8.3,Good,632,1,6.448889394146858,6.212606095751519
Dar Al Naem Hotel,Madinah,150,Standard Twin Room,2,6.4,Very good,1371,1,7.223295679562314,5.0106352940962555
Marriott Executive Apartments Madinah,Madinah,850,"Studio Apartment, 1 King, Sofa bed, Garden view",2,9.0,Superb,895,1,6.796823718274855,6.745236349484363
Mnazel Jawraq,Riyadh,2250,Villa with Private Pool,4,8.8,Fabulous,58,1,4.060443010546419,7.718685495198466
